State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Dharmapuri,"Palacode(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Dharmapuri,"Palacode(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,3500,3800,3650
"Tamil Nadu",Dharmapuri,"Palacode(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,5500,6000,5750
"Tamil Nadu",Dharmapuri,"AJattihalli(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,01/03/2026,800,1000,900
"Tamil Nadu",Dharmapuri,"AJattihalli(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,01/03/2026,7000,8000,7500
"Tamil Nadu",Dharmapuri,"AJattihalli(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Dharmapuri,"AJattihalli(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,01/03/2026,3500,3500,3500
"Tamil Nadu",Dharmapuri,"AJattihalli(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,01/03/2026,7000,8000,7500
"Tamil Nadu",Dharmapuri,"AJattihalli(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,01/03/2026,3000,3400,3200
"Tamil Nadu",Dharmapuri,"AJattihalli(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,01/03/2026,1000,1500,1250
"Tamil Nadu",Dharmapuri,"AJattihalli(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,3500,3800,3650
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai ) APMC",Potato,Other,Local,01/03/2026,3000,4000,3500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,01/03/2026,2000,2400,2200
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,01/03/2026,4000,5000,4500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,01/03/2026,5000,6000,5500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,01/03/2026,7000,8000,7500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,01/03/2026,25000,30000,27500
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,01/03/2026,2000,3000,2500
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,01/03/2026,5000,5500,5250
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,01/03/2026,5000,5400,5200
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,01/03/2026,2000,3000,2500
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,2000,3000,2500
"Tamil Nadu",Dindigul,"Palani(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,4000,5000,4500
"Tamil Nadu",Dindigul,"Chinnalapatti(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Dindigul,"Chinnalapatti(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Dindigul,"Chinnalapatti(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Dindigul,"Chinnalapatti(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Dindigul,"Chinnalapatti(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,1200,1500,1350
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,1600,1800,1700
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,3200,3600,3400
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,01/03/2026,2600,3000,2800
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,01/03/2026,4600,4800,4700
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,01/03/2026,2600,2800,2700
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,01/03/2026,4300,5200,4750
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,01/03/2026,4600,5000,4800
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,01/03/2026,2000,2400,2200
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,2400,2800,2600
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,01/03/2026,2200,2800,2500
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,01/03/2026,2500,3500,3000
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai ) APMC",Tomato,Local,Local,01/03/2026,1200,1800,1500
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,01/03/2026,2500,3500,3000
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,01/03/2026,5500,7500,6500
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,01/03/2026,2000,3000,2500
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,01/03/2026,1800,2500,2150
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,01/03/2026,5500,7000,6250
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai ) APMC",Mashrooms,Mashrooms,Local,01/03/2026,22000,26000,24000
"Tamil Nadu",Kancheepuram,"Padappai(Uzhavar Sandhai ) APMC",Banana,"Red Banana",Local,01/03/2026,6500,8000,7250
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,01/03/2026,6000,6000,6000
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,01/03/2026,3000,3000,3000
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,4000,4000,4000
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,01/03/2026,5000,5000,5000
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC",Orange,Darjeeling,Local,01/03/2026,6000,7000,6500
"Tamil Nadu",Karur,"Kulithalai(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,3600,4000,3800
"Tamil Nadu",Karur,"Kulithalai(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,01/03/2026,3600,4000,3800
"Tamil Nadu",Karur,"Kulithalai(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,1000,1500,1250
"Tamil Nadu",Karur,"Kulithalai(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,01/03/2026,4000,4400,4200
"Tamil Nadu",Karur,"Kulithalai(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Karur,"Kulithalai(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Karur,"Kulithalai(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,01/03/2026,4000,5000,4500
"Tamil Nadu",Karur,"Kulithalai(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,01/03/2026,5000,6000,5500
"Tamil Nadu",Karur,"Velayuthampalayam(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,01/03/2026,1600,2000,1800
"Tamil Nadu",Karur,"Velayuthampalayam(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,01/03/2026,3200,4000,3600
"Tamil Nadu",Karur,"Velayuthampalayam(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Karur,"Velayuthampalayam(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,3200,4000,3600
"Tamil Nadu",Karur,"Velayuthampalayam(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,01/03/2026,1200,1600,1400
"Tamil Nadu",Karur,"Velayuthampalayam(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,01/03/2026,2400,3000,2700
"Tamil Nadu",Karur,"Velayuthampalayam(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,01/03/2026,10000,11000,10500
"Tamil Nadu",Karur,"Velayuthampalayam(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,2800,3500,3150
"Tamil Nadu",Karur,"Pallapatti (Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Karur,"Vengamedu(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,01/03/2026,2000,3000,2500
"Tamil Nadu",Karur,"Vengamedu(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,01/03/2026,1000,1500,1250
"Tamil Nadu",Karur,"Vengamedu(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Karur,"Vengamedu(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Karur,"Vengamedu(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,01/03/2026,5500,6000,5750
"Tamil Nadu",Karur,"Vengamedu(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Karur,"Vengamedu(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,01/03/2026,3000,4000,3500
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,3000,4000,3500
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,01/03/2026,1000,1500,1250
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Jasmine,Jasmine,Local,01/03/2026,50000,60000,55000
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,01/03/2026,3000,4000,3500
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Mashrooms,Mashrooms,Local,01/03/2026,20000,25000,22500
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Banana,"Red Banana",Local,01/03/2026,7500,8000,7750
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,01/03/2026,12000,14000,13000
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,01/03/2026,1000,1500,1250
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,01/03/2026,5000,6000,5500
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,01/03/2026,4000,4500,4250
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,01/03/2026,5000,6000,5500
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,3300,3800,3550
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,1600,2000,1800
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC",Banana,Besrai,Local,01/03/2026,6000,8000,7000
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC","Arhar(Tur/Red Gram)(Whole)","Arhar (Whole)",Local,01/03/2026,4000,5000,4500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,01/03/2026,3000,4000,3500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,4000,5000,4500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,2000,3000,2500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,01/03/2026,3000,4000,3500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,3000,4000,3500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,01/03/2026,1000,1500,1250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,01/03/2026,7000,8000,7500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC","Tamarind Fruit","Tamarind Fruit",Local,01/03/2026,9000,10000,9500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,01/03/2026,3000,4000,3500
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Chili Red",Bold,Local,01/03/2026,20000,20000,20000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,01/03/2026,3600,4000,3800
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,01/03/2026,3500,4200,3850
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,01/03/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,01/03/2026,8000,10000,9000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,01/03/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,01/03/2026,7000,8000,7500
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,01/03/2026,8000,10000,9000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Tube Rose(Loose)","Tube Rose (Loose)",Local,01/03/2026,10000,10000,10000
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,01/03/2026,2800,4000,3400
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,3600,4000,3800
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,1800,2400,2100
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,1500,1800,1650
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,01/03/2026,8000,9000,8500
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,01/03/2026,6000,10000,8000
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,01/03/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Lime,Lime,Local,01/03/2026,10000,11000,10500
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,01/03/2026,3600,4000,3800
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,01/03/2026,5500,6000,5750
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,01/03/2026,2800,3000,2900
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Tomato,Other,Local,01/03/2026,1200,1400,1300
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,3000,4000,3500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,01/03/2026,2400,2800,2600
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,01/03/2026,2600,3000,2800
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,01/03/2026,5000,6000,5500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,01/03/2026,5500,6000,5750
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,01/03/2026,2400,3600,3000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,01/03/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,01/03/2026,5000,7200,6100
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,01/03/2026,5000,6000,5500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Soyabean,Local,Local,01/03/2026,9000,10000,9500
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,01/03/2026,1200,1400,1300
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,2000,2400,2200
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC",Tapioca,Tapioca,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,01/03/2026,5500,6000,5750
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,01/03/2026,4000,5000,4500
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,01/03/2026,7000,7200,7100
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,01/03/2026,3600,4000,3800
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,01/03/2026,1200,1400,1300
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,1500,1800,1650
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,01/03/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,01/03/2026,7000,8000,7500
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC","Amla(Nelli Kai)",Amla,Local,01/03/2026,5000,6000,5500
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,3800,4000,3900
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,01/03/2026,4000,4500,4250
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Tapioca,Tapioca,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,01/03/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,01/03/2026,3600,4000,3800
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,01/03/2026,5500,7200,6350
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Soyabean,Local,Local,01/03/2026,9000,10000,9500
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Apple,American,Local,01/03/2026,20000,22000,21000
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Potato,Other,Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,01/03/2026,4500,4500,4500
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,01/03/2026,2500,3300,2900
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,01/03/2026,4000,6000,5000
